Label,statement,subjects,speaker_name,speaker_job,speaker_state,speaker_affiliation,statement_context
false,"For [GM] to pay back everything it owes, it would have to sell its shares at $143 a share . . . where the highest value of a General Motors share ever was $43, $44, $46, whatever the dollars were . . .",economy$federal-budget,jim-renacci,U.S. representative ,Ohio,republican,an interview on WCPN 90.3 FM
false,And weve constantly been the lowest unemployed county in the state.,job-accomplishments,bob-terry,Washington County commissioner,Oregon,none,an Oregon Public Broadcasting interview
half-true,Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,candidates-biography$taxes,greater-wisconsin-political-fund,,Wisconsin,none,campaign mailer
true,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",health-care,helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,a radio talk show
barely-true,I started the whole year as a senior on the University of Illinois football team and led the team in interceptions and tackles from defensive back.,candidates-biography$education$sports,scott-turner,"Businessman, motivational speaker",Texas,republican,a speech
half-true,As executive director of the Democratic Party of Virginia there were 300 people on my payroll in 2008.,job-accomplishments,levar-stoney,Richmond mayoral candidate,Virginia,democrat,a debate.
half-true,"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",education,eva-marie-mancuso,"Chairwoman, Rhode Island Board of Education",Rhode Island,state-official,an interview on WPRI-TV's Newsmakers
half-true,"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",immigration,ted-cruz,Senator,Texas,republican,an interview on Fox News
mostly-true,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",economy$taxes,barack-obama,President,Illinois,democrat,a Labor Day speech in Detroit
mostly-true,"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",children$health-care$job-accomplishments,barack-obama,President,Illinois,democrat,an interview on Comedy Central's Daily Show with Jon Stewart
false,One out of every three students currently today is ready for college before they go there.,education,will-weatherford,State Representative,Florida,republican,at Suncoast Tiger Bay luncheon
extremely-false,Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,crime$criminal-justice$message-machine-2014,mark-begich,Senator,Alaska,democrat,a campaign ad
half-true,"When you look at the earned income tax credit, it has about a 25 percent fraud rate. Were looking at $20 billion to $30 billion.",taxes$welfare,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,a forum at the Freedom Partners 2015 California retreat
half-true,Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,health-care$medicare,barbara-boxer,U.S. Senator,California,democrat,an interview with MSNBC's Chris Matthews
barely-true,"Says the Club for Growth tries to defeat Republicans, and that its president called Nancy Pelosi the person I respect the most in Washington.",campaign-finance$congress$elections$campaign-advertising,defending-main-street,,,republican,a campaign ad in Idaho
barely-true,"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",foreign-policy,dick-cheney,,,republican,an interview on Fox News Sunday
true,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,florida$health-care,charlie-crist,,Florida,democrat,a written statement
mostly-true,Georgia has one of the nations highest jet fuel taxes.,state-budget$state-finances$transportation,trebor-banstetter,Delta spokesman,Georgia,none,a newspaper article
true,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",deficit$federal-budget,tom-price,Congressman,Georgia,republican,the 2016 Budget Resolution from House Budget Committee
true,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,county-government$crime$criminal-justice$diversity$jobs$public-safety,butch-conway,Gwinnett County Sheriff,Georgia,republican,press conference
false,Scott Maddox has run losing campaigns for 3 of Florida's 4 available cabinet positions.,agriculture$candidates-biography,adam-putnam,Florida Commissioner of Agriculture,Florida,republican,a campaign statement
mostly-true,We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.,energy,barack-obama,President,Illinois,democrat,"a speech in Dayton, Ohio"
barely-true,"Marijuana is a Schedule I drug, which you understand means that you cant do any research about it.",drugs$government-regulation$marijuana$market-regulation$science,hillary-clinton,Presidential candidate,New York,democrat,a Good Morning America town hall
false,Says that as Wisconsin governor he never raised taxes.,job-accomplishments$state-budget$state-finances$taxes,tommy-thompson,,Wisconsin,republican,an interview
true,Says Holly Turner failed to vote in five straight Republican primaries.,elections,paul-workman,Businessman ,Texas,republican,a TV ad
half-true,"We never had an earthquake in Youngstown until John Kasich was elected Governor,",energy$environment$government-regulation,robert-hagan,State representative,Ohio,democrat,a news release
true,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,diversity$economy$workers,marc-morial,President of the National Urban League,Louisiana,democrat,a roundtable discussion on NBC's Meet the Press
barely-true,You cant check out a library book without a photo ID.,legal-issues,david-dewhurst,Lieutenant governor,Texas,republican,an interview.
mostly-true,"Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.",city-budget$water,dwight-jones,"Mayor, City of Richmond",Virginia,democrat,a statement.
mostly-true,Rhode Island is the only state where officers at state-supported [colleges] carry out their duties unarmed.,education$guns$public-safety$states,glenford-shibley,Retired,Rhode Island,republican,a news release
true,The law has not established whether Rhode Island public employees have property rights to their pensions.,legal-issues$pensions$public-service$state-budget,gina-raimondo,venture capital company founder,Rhode Island,democrat,a radio interview
true,"Bill McCollum explained his lack of action on mortgage fraud by saying, You can't do everything.",housing,florida-democratic-party,,Florida,democrat,an e-mail press release
barely-true,"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.",immigration,tom-tancredo,U.S. representative,Colorado,republican,Detroit
extremely-false,﻿Says JoAnne Kloppenburgs side had a 3-to-1 money advantage in the Wisconsin Supreme Court campaign.,campaign-finance,charlie-sykes,Talk show host for WTMJ-AM in Milwaukee,Wisconsin,talk-show-host,comments made during his radio show
half-true,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",afghanistan$federal-budget$iraq$military,barney-frank,U.S. Representative,Massachusetts,democrat,MSNBC's Morning Joe
false,Obama has jumped the shark and ordered the ocean closed!,environment$federal-budget,tweets,,,none,a tweet
mostly-true,Republican-leaning states get more in federal dollars than they pay in taxes.,federal-budget$state-finances$states,blog-posting,,,none,a graphic circulating on the Internet
false,On the accuracy of state jobs numbers.,jobs,scott-walker,Milwaukee County Executive,Wisconsin,republican,a news release
